ordernumber,quantityordered,priceeach,sales,orderdate,status,month_id,year_id,productline,customername,addressline1,city,state,country,territory,dealsize
10266,44,100.0,9160.36,2004-07-06,Shipped,7,2004,Classic Cars,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Large
10276,50,100.0,9631.0,2004-08-02,Shipped,8,2004,Classic Cars,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,MA,USA,NAM,Large
10287,21,100.0,3432.24,2004-08-30,Shipped,8,2004,Classic Cars,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,,Switzerland,EMEA,Medium
10300,33,100.0,5521.89,2003-10-04,Shipped,10,2003,Classic Cars,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,,Germany,EMEA,Medium
10310,33,100.0,6934.62,2004-10-16,Shipped,10,2004,Classic Cars,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,,Germany,EMEA,Medium
10320,31,100.0,6876.11,2004-11-03,Shipped,11,2004,Classic Cars,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,,Sweden,EMEA,Medium
10329,41,71.47,2930.27,2004-11-15,Shipped,11,2004,Classic Cars,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,USA,NAM,Small
10341,45,79.65,3584.25,2004-11-24,Shipped,11,2004,Classic Cars,Salzburg Collectables,Geislweg 14,Salzburg,,Austria,EMEA,Medium
10363,33,85.39,2817.87,2005-01-06,Shipped,1,2005,Classic Cars,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,,Finland,EMEA,Small
10375,45,76.0,3420.0,2005-02-03,Shipped,2,2005,Classic Cars,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Medium
10389,26,99.04,2575.04,2005-03-03,Shipped,3,2005,Classic Cars,Scandinavian Gift Ideas,?kergatan 24,Boras,,Sweden,EMEA,Small
10419,12,100.0,1961.28,2005-05-17,Shipped,5,2005,Classic Cars,Salzburg Collectables,Geislweg 14,Salzburg,,Austria,EMEA,Small
10105,41,100.0,8690.36,2003-02-11,Shipped,2,2003,Classic Cars,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,Denmark,EMEA,Large
10117,33,100.0,6034.38,2003-04-16,Shipped,4,2003,Classic Cars,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Medium
10127,46,100.0,11279.2,2003-06-03,Shipped,6,2003,Classic Cars,Muscle Machine Inc,4092 Furth Circle,NYC,NY,USA,NAM,Large
10142,33,100.0,8023.29,2003-08-08,Shipped,8,2003,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Large
10153,20,100.0,4904.0,2003-09-28,Shipped,9,2003,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10165,44,100.0,8594.52,2003-10-22,Shipped,10,2003,Classic Cars,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Large
10176,33,100.0,7474.5,2003-11-06,Shipped,11,2003,Classic Cars,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Large
10185,21,100.0,3883.74,2003-11-14,Shipped,11,2003,Classic Cars,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Medium
10196,47,100.0,8887.7,2003-11-26,Shipped,11,2003,Classic Cars,Super Scale Inc.,567 North Pendale Street,New Haven,CT,USA,NAM,Large
10208,46,100.0,8602.92,2004-01-02,Shipped,1,2004,Classic Cars,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Large
10220,32,100.0,7181.44,2004-02-12,Shipped,2,2004,Classic Cars,"Clover Collections, Co.",25 Maiden Lane,Dublin,,Ireland,EMEA,Large
10231,42,100.0,8378.58,2004-03-19,Shipped,3,2004,Classic Cars,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,,Spain,EMEA,Large
10247,44,100.0,10606.2,2004-05-05,Shipped,5,2004,Classic Cars,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,,Finland,EMEA,Large
10272,35,100.0,5818.4,2004-07-20,Shipped,7,2004,Classic Cars,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,USA,NAM,Medium
10282,41,100.0,7071.27,2004-08-20,Shipped,8,2004,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Large
10293,46,100.0,8411.56,2004-09-09,Shipped,9,2004,Classic Cars,Amica Models & Co.,Via Monte Bianco 34,Torino,,Italy,EMEA,Large
10306,31,100.0,6570.76,2004-10-14,Shipped,10,2004,Classic Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Medium
10314,38,100.0,7975.44,2004-10-22,Shipped,10,2004,Classic Cars,Heintze Collectables,Smagsloget 45,Aaarhus,,Denmark,EMEA,Large
10325,42,64.0,2688.0,2004-11-05,Shipped,11,2004,Classic Cars,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Small
10336,33,57.22,1888.26,2004-11-20,Shipped,11,2004,Classic Cars,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,,France,EMEA,Small
10348,48,52.36,2513.28,2004-11-01,Shipped,11,2004,Classic Cars,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,Spain,EMEA,Small
10359,42,100.0,4764.48,2004-12-15,Shipped,12,2004,Classic Cars,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Medium
10371,32,100.0,3560.64,2005-01-23,Shipped,1,2005,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10382,34,100.0,3823.64,2005-02-17,Shipped,2,2005,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10395,33,69.12,2280.96,2005-03-17,Shipped,3,2005,Classic Cars,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,,France,EMEA,Small
10413,36,100.0,8677.8,2005-05-05,Shipped,5,2005,Classic Cars,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,CT,USA,NAM,Large
10103,27,100.0,3394.98,2003-01-29,Shipped,1,2003,Trucks and Buses,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Medium
10113,21,100.0,3415.44,2003-03-26,Shipped,3,2003,Trucks and Buses,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10126,21,100.0,2439.57,2003-05-28,Shipped,5,2003,Trucks and Buses,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,Spain,EMEA,Small
10140,38,100.0,4829.8,2003-07-24,Shipped,7,2003,Trucks and Buses,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,USA,NAM,Medium
10150,30,100.0,4100.1,2003-09-19,Shipped,9,2003,Trucks and Buses,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Medium
10164,49,100.0,6563.06,2003-10-21,Resolved,10,2003,Trucks and Buses,Mini Auto Werke,Kirchgasse 6,Graz,,Austria,EMEA,Medium
10174,43,100.0,6817.22,2003-11-06,Shipped,11,2003,Trucks and Buses,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Queensland,Australia,APAC,Medium
10183,41,100.0,6163.94,2003-11-13,Shipped,11,2003,Trucks and Buses,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,PA,USA,NAM,Medium
10194,38,100.0,4933.92,2003-11-25,Shipped,11,2003,Trucks and Buses,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Medium
10206,28,100.0,4056.36,2003-12-05,Shipped,12,2003,Trucks and Buses,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,Canada,NAM,Medium
10216,43,100.0,5759.42,2004-02-02,Shipped,2,2004,Trucks and Buses,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,,France,EMEA,Medium
10229,25,100.0,3451.0,2004-03-11,Shipped,3,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10245,38,100.0,5920.4,2004-05-04,Shipped,5,2004,Trucks and Buses,Super Scale Inc.,567 North Pendale Street,New Haven,CT,USA,NAM,Medium
10258,41,100.0,6668.24,2004-06-15,Shipped,6,2004,Trucks and Buses,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Medium
10270,28,100.0,4094.72,2004-07-19,Shipped,7,2004,Trucks and Buses,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Australia,APAC,Medium
10281,25,100.0,2938.5,2004-08-19,Shipped,8,2004,Trucks and Buses,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,USA,NAM,Small
10291,41,100.0,6387.8,2004-09-08,Shipped,9,2004,Trucks and Buses,Scandinavian Gift Ideas,?kergatan 24,Boras,,Sweden,EMEA,Medium
10304,39,100.0,6396.0,2004-10-11,Shipped,10,2004,Trucks and Buses,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,,France,EMEA,Medium
10313,21,100.0,2669.1,2004-10-22,Shipped,10,2004,Trucks and Buses,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,Canada,NAM,Small
10322,27,100.0,4784.13,2004-11-04,Shipped,11,2004,Trucks and Buses,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,USA,NAM,Medium
10333,33,99.21,3273.93,2004-11-18,Shipped,11,2004,Trucks and Buses,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,USA,NAM,Medium
10347,29,100.0,3586.43,2004-11-29,Shipped,11,2004,Trucks and Buses,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Medium
10357,49,100.0,5960.36,2004-12-10,Shipped,12,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10370,49,100.0,8470.14,2005-01-20,Shipped,1,2005,Trucks and Buses,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Large
10381,20,100.0,2952.0,2005-02-17,Shipped,2,2005,Trucks and Buses,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,USA,NAM,Small
10391,39,63.2,2464.8,2005-03-09,Shipped,3,2005,Trucks and Buses,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Small
10411,40,100.0,6232.0,2005-05-01,Shipped,5,2005,Trucks and Buses,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Quebec,Canada,NAM,Medium
10424,49,100.0,7969.36,2005-05-31,In Process,5,2005,Trucks and Buses,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Large
10107,21,100.0,3036.6,2003-02-24,Shipped,2,2003,Motorcycles,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,USA,NAM,Medium
10121,50,100.0,8284.0,2003-05-07,Shipped,5,2003,Motorcycles,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Large
10134,20,100.0,2711.2,2003-07-01,Shipped,7,2003,Motorcycles,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,,France,EMEA,Small
10145,49,100.0,8339.8,2003-08-25,Shipped,8,2003,Motorcycles,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,USA,NAM,Large
10159,38,100.0,6238.84,2003-10-10,Shipped,10,2003,Motorcycles,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,USA,NAM,Medium
10169,35,100.0,4639.25,2003-11-04,Shipped,11,2003,Motorcycles,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Medium
10180,40,100.0,6747.6,2003-11-11,Shipped,11,2003,Motorcycles,Daedalus Designs Imports,"184, chausse de Tournai",Lille,,France,EMEA,Medium
10189,28,100.0,4512.48,2003-11-18,Shipped,11,2003,Motorcycles,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,USA,NAM,Medium
10201,25,100.0,4029.0,2003-12-01,Shipped,12,2003,Motorcycles,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,USA,NAM,Medium
10211,36,100.0,4771.8,2004-01-15,Shipped,1,2004,Motorcycles,Auto Canal Petit,"25, rue Lauriston",Paris,,France,EMEA,Medium
10224,43,100.0,6087.94,2004-02-21,Shipped,2,2004,Motorcycles,Daedalus Designs Imports,"184, chausse de Tournai",Lille,,France,EMEA,Medium
10237,32,100.0,4193.28,2004-04-05,Shipped,4,2004,Motorcycles,Vitachrome Inc.,2678 Kingston Rd.,NYC,NY,USA,NAM,Medium
10251,46,100.0,7552.28,2004-05-18,Shipped,5,2004,Motorcycles,Tekni Collectables Inc.,7476 Moss Rd.,Newark,NJ,USA,NAM,Large
10263,48,100.0,6434.4,2004-06-28,Shipped,6,2004,Motorcycles,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,CT,USA,NAM,Medium
10276,43,100.0,5181.5,2004-08-02,Shipped,8,2004,Motorcycles,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,MA,USA,NAM,Medium
10285,49,100.0,6863.92,2004-08-27,Shipped,8,2004,Motorcycles,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,USA,NAM,Medium
10299,24,100.0,4157.04,2004-09-30,Shipped,9,2004,Motorcycles,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,,Finland,EMEA,Medium
10309,26,100.0,4660.24,2004-10-15,Shipped,10,2004,Motorcycles,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Medium
10319,30,100.0,4111.8,2004-11-03,Shipped,11,2004,Motorcycles,Microscale Inc.,5290 North Pendale Street,NYC,NY,USA,NAM,Medium
10329,24,100.0,3542.64,2004-11-15,Shipped,11,2004,Motorcycles,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,USA,NAM,Medium
10341,55,100.0,8118.55,2004-11-24,Shipped,11,2004,Motorcycles,Salzburg Collectables,Geislweg 14,Salzburg,,Austria,EMEA,Large
10362,22,100.0,3877.06,2005-01-05,Shipped,1,2005,Motorcycles,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,USA,NAM,Medium
10375,49,78.92,3867.08,2005-02-03,Shipped,2,2005,Motorcycles,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Medium
10388,44,100.0,5951.44,2005-03-03,Shipped,3,2005,Motorcycles,FunGiftIdeas.com,1785 First Street,New Bedford,MA,USA,NAM,Medium
10403,66,100.0,8648.64,2005-04-08,Shipped,4,2005,Motorcycles,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,,UK,EMEA,Large
10417,21,100.0,3447.78,2005-05-13,Disputed,5,2005,Motorcycles,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10104,34,100.0,5958.5,2003-01-31,Shipped,1,2003,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10117,43,100.0,5911.64,2003-04-16,Shipped,4,2003,Classic Cars,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Medium
10127,46,100.0,7366.44,2003-06-03,Shipped,6,2003,Classic Cars,Muscle Machine Inc,4092 Furth Circle,NYC,NY,USA,NAM,Large
10142,33,100.0,4985.64,2003-08-08,Shipped,8,2003,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10153,42,100.0,5393.64,2003-09-28,Shipped,9,2003,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10165,34,100.0,4880.02,2003-10-22,Shipped,10,2003,Classic Cars,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Medium
10176,47,100.0,8378.69,2003-11-06,Shipped,11,2003,Classic Cars,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Large
10185,33,100.0,4038.21,2003-11-14,Shipped,11,2003,Classic Cars,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Medium
10196,24,100.0,3807.12,2003-11-26,Shipped,11,2003,Classic Cars,Super Scale Inc.,567 North Pendale Street,New Haven,CT,USA,NAM,Medium
10208,26,100.0,3142.36,2004-01-02,Shipped,1,2004,Classic Cars,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Medium
10220,30,100.0,4713.6,2004-02-12,Shipped,2,2004,Classic Cars,"Clover Collections, Co.",25 Maiden Lane,Dublin,,Ireland,EMEA,Medium
10230,43,100.0,7016.31,2004-03-15,Shipped,3,2004,Classic Cars,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,,Germany,EMEA,Large
10247,25,100.0,4381.25,2004-05-05,Shipped,5,2004,Classic Cars,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,,Finland,EMEA,Medium
10272,27,100.0,4283.01,2004-07-20,Shipped,7,2004,Classic Cars,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,USA,NAM,Medium
10282,27,100.0,4364.82,2004-08-20,Shipped,8,2004,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10293,24,100.0,4242.24,2004-09-09,Shipped,9,2004,Classic Cars,Amica Models & Co.,Via Monte Bianco 34,Torino,,Italy,EMEA,Medium
10306,34,100.0,4982.7,2004-10-14,Shipped,10,2004,Classic Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Medium
10314,46,100.0,6393.54,2004-10-22,Shipped,10,2004,Classic Cars,Heintze Collectables,Smagsloget 45,Aaarhus,,Denmark,EMEA,Medium
10324,27,54.33,1466.91,2004-11-05,Shipped,11,2004,Classic Cars,Vitachrome Inc.,2678 Kingston Rd.,NYC,NY,USA,NAM,Small
10336,33,100.0,4059.33,2004-11-20,Shipped,11,2004,Classic Cars,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,,France,EMEA,Medium
10348,47,100.0,4801.52,2004-11-01,Shipped,11,2004,Classic Cars,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,Spain,EMEA,Medium
10358,49,55.34,2711.66,2004-12-10,Shipped,12,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10372,40,100.0,5862.0,2005-01-26,Shipped,1,2005,Classic Cars,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Medium
10382,37,100.0,4071.85,2005-02-17,Shipped,2,2005,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10413,47,100.0,8236.75,2005-05-05,Shipped,5,2005,Classic Cars,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,CT,USA,NAM,Large
10108,45,100.0,6130.35,2003-03-03,Shipped,3,2003,Classic Cars,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,,Philippines,Japan,Medium
10122,37,99.82,3693.34,2003-05-08,Shipped,5,2003,Classic Cars,Marseille Mini Autos,"12, rue des Bouchers",Marseille,,France,EMEA,Medium
10135,48,100.0,6031.68,2003-07-02,Shipped,7,2003,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10147,31,100.0,3494.94,2003-09-05,Shipped,9,2003,Classic Cars,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,MA,USA,NAM,Medium
10160,46,100.0,5294.14,2003-10-11,Shipped,10,2003,Classic Cars,"Men 'R' US Retailers, Ltd.",6047 Douglas Av.,Los Angeles,CA,USA,NAM,Medium
10170,47,100.0,5464.69,2003-11-04,Shipped,11,2003,Classic Cars,Mini Auto Werke,Kirchgasse 6,Graz,,Austria,EMEA,Medium
10181,28,100.0,2860.76,2003-11-12,Shipped,11,2003,Classic Cars,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,,Norway,EMEA,Small
10191,40,100.0,5590.0,2003-11-20,Shipped,11,2003,Classic Cars,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,,Germany,EMEA,Medium
10203,20,100.0,2254.8,2003-12-02,Shipped,12,2003,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10212,39,100.0,4946.76,2004-01-16,Shipped,1,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10225,25,99.82,2495.5,2004-02-22,Shipped,2,2004,Classic Cars,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,,Switzerland,EMEA,Small
10238,29,100.0,3167.38,2004-04-09,Shipped,4,2004,Classic Cars,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,Denmark,EMEA,Medium
10266,22,100.0,2454.54,2004-07-06,Shipped,7,2004,Classic Cars,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Small
10276,47,100.0,5464.69,2004-08-02,Shipped,8,2004,Classic Cars,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,MA,USA,NAM,Medium
10287,45,100.0,4756.5,2004-08-30,Shipped,8,2004,Classic Cars,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,,Switzerland,EMEA,Medium
10300,29,100.0,3984.6,2003-10-04,Shipped,10,2003,Classic Cars,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,,Germany,EMEA,Medium
10310,24,100.0,3100.32,2004-10-16,Shipped,10,2004,Classic Cars,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,,Germany,EMEA,Medium
10320,35,100.0,4850.3,2004-11-03,Shipped,11,2004,Classic Cars,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,,Sweden,EMEA,Medium
10329,46,83.63,3846.98,2004-11-15,Shipped,11,2004,Classic Cars,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,USA,NAM,Medium
10341,44,95.93,4220.92,2004-11-24,Shipped,11,2004,Classic Cars,Salzburg Collectables,Geislweg 14,Salzburg,,Austria,EMEA,Medium
10363,34,96.73,3288.82,2005-01-06,Shipped,1,2005,Classic Cars,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,,Finland,EMEA,Medium
10376,35,100.0,3987.2,2005-02-08,Shipped,2,2005,Classic Cars,Boards & Toys Co.,4097 Douglas Av.,Glendale,CA,USA,NAM,Medium
10389,25,72.38,1809.5,2005-03-03,Shipped,3,2005,Classic Cars,Scandinavian Gift Ideas,?kergatan 24,Boras,,Sweden,EMEA,Small
10419,10,100.0,1092.2,2005-05-17,Shipped,5,2005,Classic Cars,Salzburg Collectables,Geislweg 14,Salzburg,,Austria,EMEA,Small
10105,29,100.0,4566.05,2003-02-11,Shipped,2,2003,Classic Cars,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,Denmark,EMEA,Medium
10117,39,100.0,5938.14,2003-04-16,Shipped,4,2003,Classic Cars,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Medium
10127,42,100.0,8138.76,2003-06-03,Shipped,6,2003,Classic Cars,Muscle Machine Inc,4092 Furth Circle,NYC,NY,USA,NAM,Large
10142,46,100.0,9470.94,2003-08-08,Shipped,8,2003,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Large
10153,49,100.0,7036.89,2003-09-28,Shipped,9,2003,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Large
10165,27,100.0,5559.03,2003-10-22,Shipped,10,2003,Classic Cars,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Medium
10176,50,100.0,7872.5,2003-11-06,Shipped,11,2003,Classic Cars,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Large
10185,43,100.0,7886.2,2003-11-14,Shipped,11,2003,Classic Cars,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Large
10196,38,100.0,7232.16,2003-11-26,Shipped,11,2003,Classic Cars,Super Scale Inc.,567 North Pendale Street,New Haven,CT,USA,NAM,Large
10208,20,100.0,3114.4,2004-01-02,Shipped,1,2004,Classic Cars,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Medium
10220,27,100.0,5045.22,2004-02-12,Shipped,2,2004,Classic Cars,"Clover Collections, Co.",25 Maiden Lane,Dublin,,Ireland,EMEA,Medium
10231,49,100.0,6952.12,2004-03-19,Shipped,3,2004,Classic Cars,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,,Spain,EMEA,Medium
10247,27,100.0,4157.73,2004-05-05,Shipped,5,2004,Classic Cars,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,,Finland,EMEA,Medium
10272,39,100.0,7962.24,2004-07-20,Shipped,7,2004,Classic Cars,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,USA,NAM,Large
10282,24,100.0,3778.8,2004-08-20,Shipped,8,2004,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10293,45,100.0,8253.0,2004-09-09,Shipped,9,2004,Classic Cars,Amica Models & Co.,Via Monte Bianco 34,Torino,,Italy,EMEA,Large
10306,20,100.0,3633.4,2004-10-14,Shipped,10,2004,Classic Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Medium
10314,36,100.0,6913.8,2004-10-22,Shipped,10,2004,Classic Cars,Heintze Collectables,Smagsloget 45,Aaarhus,,Denmark,EMEA,Medium
10325,24,100.0,2583.6,2004-11-05,Shipped,11,2004,Classic Cars,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Small
10336,49,63.38,3105.62,2004-11-20,Shipped,11,2004,Classic Cars,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,,France,EMEA,Medium
10349,26,100.0,4408.56,2004-12-01,Shipped,12,2004,Classic Cars,Muscle Machine Inc,4092 Furth Circle,NYC,NY,USA,NAM,Medium
10359,49,62.09,3042.41,2004-12-15,Shipped,12,2004,Classic Cars,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Medium
10372,34,100.0,5941.5,2005-01-26,Shipped,1,2005,Classic Cars,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Medium
10382,34,95.35,3241.9,2005-02-17,Shipped,2,2005,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
